PMID,FACTOR,TEXT
35495896,Slower blood flow velocity,"secondly, we compared the average blood flow velocity per unit time of axillary vein at different moments. the average blood flow velocity per unit time of axillary vein in the study group was faster compared to the control at different time points (p < 0.05). in terms of the average blood flow velocity per unit time of axillary vein at different time points between the two groups, there exited no significant difference before catheterization (p > 0.05). but 14 and 28 days after catheterization, the average blood flow velocity per unit time of axillary vein in the study group was better when compared to the control (p < 0.05). there was no significant difference in vascular diameter, peak blood flow velocity, and vascular pressure between the two groups before nursing (p > 0.05), but after nursing, the vascular diameter and peak blood flow velocity group were higher, and the vascular pressure was lower in the study (p < 0.05)."
33594508,Cancer,"assessing the thrombosis risk of peripherally inserted central catheters in cancer patients using caprini risk assessment model: a prospective cohort study. purpose: there was no optimal risk assessment tool to stratify the risk of peripherally inserted central catheter-related venous thromboembolism (picc-rvt) in cancer patients. this study was to assess the validity of the caprini in chinese cancer patients with piccs. conclusions: the caprini can be used for high-risk screening of the picc-rvt in cancer patients, and classification of the highest risk level using a score of 6 can be more clinically significant compared to 5 as recommended."
25377903,PICC indwelling time,"results: of the 163 patients who represented 19104 home-catheter days, 19 (11.7%) patients experienced 25 catheter complications (ccs; 12 occlusions, 11 central line-associated bloodstream infections, one thrombosis and one line dislodgment)."
25377903,PICC infection,"results: of the 163 patients who represented 19104 home-catheter days, 19 (11.7%) patients experienced 25 catheter complications (ccs; 12 occlusions, 11 central line-associated bloodstream infections, one thrombosis and one line dislodgment)."
24983259,BMI,"hypertension (p = .022) and obesity (p = .008), defined as a body mass index ≥30, were associated with uedvt."
24983259,Hypertension,"hypertension (p = .022) and obesity (p = .008), defined as a body mass index ≥30, were associated with uedvt."
33019880,Chemotherapy,"safe use of peripherally inserted central catheters for chemotherapy of solid malignancies in adult patients: a 1-year monocentric, prospectively-assessed, unselected cohort of 482 patients. introduction: aim of this study was to analyze the overall complication and failure rates of peripherally inserted central catheters (piccs), in a 1-year consecutive unselected cohort of 482 adult patients, affected by non-hematological malignancies undergoing chemotherapy. methods: adult outpatients (aged 18-75 years), with an eastern cooperative oncology group (ecog) performance status of 0-2, bearing solid tumors and candidates for intravenous chemotherapy were eligible for the study. conclusion: this large prospective study supports the increasing use of piccs in adult oncology outpatients treated in specialized centers with chemotherapy for non-hematological malignancies."
33019880,Performans score_performance status_karnofsky_ECOG_Less activity_bedridden > 72h,"methods: adult outpatients (aged 18-75 years), with an eastern cooperative oncology group (ecog) performance status of 0-2, bearing solid tumors and candidates for intravenous chemotherapy were eligible for the study."
33019880,Biology ( blood platelet level_white blood cell level_triglycerides_fibrinogen),"exclusion criteria were active infections, coagulopathy (defined as platelet count <50,000/μl and/or prothrombin time more than 18 s), life expectancy <6 months, or inability to give written informed consent."
33019880,PICC infection,"exclusion criteria were active infections, coagulopathy (defined as platelet count <50,000/μl and/or prothrombin time more than 18 s), life expectancy <6 months, or inability to give written informed consent. there were n = 13 (2.7%) thromboses, n = 11 (2.3%) irreversible occlusions, n = 7 (1.5%) accidental removals, n = 5 (1.0%) infections [two catheter related blood stream infection (crbsi) and three exit site/local infection], n = 3 (0.6%) ruptures and n = 3 (0.6%) primary or secondary malpositions."
30348912,Gender,"the rate of blockage of piccs, proportion of male subjects, age of subjects, apache ii score and length of stay in hospital showed no significant differences between the two groups."
30348912,Age,"the rate of blockage of piccs, proportion of male subjects, age of subjects, apache ii score and length of stay in hospital showed no significant differences between the two groups."
